cosine_tfidf,jaccard_tokens,dice_tokens,overlap_unique_tokens,char_len_a,char_len_b,char_len_diff,line_count_a,line_count_b,line_count_diff,token_count_a,token_count_b,token_count_diff,clone_type
0.6325966435786962,0.59375,0.7450980392156863,0.76,270.0,201.0,69.0,9.0,7.0,2.0,57.0,60.0,3.0,type_III
0.6593233334735544,0.7,0.8235294117647058,0.9333333333333333,80.0,105.0,25.0,4.0,6.0,2.0,26.0,30.0,4.0,type_IV
0.4667390411228417,0.6428571428571429,0.782608695652174,0.782608695652174,137.0,100.0,37.0,8.0,7.0,1.0,43.0,36.0,7.0,type_III
0.6857990848223736,0.7931034482758621,0.8846153846153846,0.92,253.0,265.0,12.0,7.0,8.0,1.0,60.0,65.0,5.0,type_III
0.060665348643092754,0.3829787234042553,0.5538461538461539,0.6923076923076923,539.0,143.0,396.0,21.0,8.0,13.0,114.0,47.0,67.0,type_IV
0.9199173290848699,0.9230769230769231,0.96,1.0,274.0,226.0,48.0,8.0,7.0,1.0,86.0,70.0,16.0,type_IV
0.8910491570950556,0.8461538461538461,0.9166666666666666,0.9166666666666666,105.0,118.0,13.0,5.0,5.0,0.0,35.0,38.0,3.0,type_III
0.887552583588462,0.819672131147541,0.9009009009009009,0.9259259259259259,715.0,585.0,130.0,23.0,21.0,2.0,168.0,141.0,27.0,type_III
0.4441531725067517,0.4117647058823529,0.5833333333333334,0.65625,582.0,438.0,144.0,18.0,11.0,7.0,206.0,160.0,46.0,type_III
0.42729231473077695,0.625,0.7692307692307693,0.8333333333333334,203.0,191.0,12.0,9.0,9.0,0.0,81.0,89.0,8.0,type_IV
0.07381258016283097,0.3829787234042553,0.5538461538461539,0.6923076923076923,539.0,159.0,380.0,21.0,8.0,13.0,114.0,45.0,69.0,type_IV
0.8927719249532011,0.8571428571428571,0.9230769230769231,0.9473684210526315,145.0,146.0,1.0,5.0,5.0,0.0,29.0,32.0,3.0,type_IV
0.7651326169516653,0.6956521739130435,0.8205128205128205,0.8888888888888888,381.0,379.0,2.0,10.0,12.0,2.0,97.0,109.0,12.0,type_III
0.29477867859353135,0.35,0.5185185185185185,0.6666666666666666,411.0,152.0,259.0,23.0,5.0,18.0,193.0,57.0,136.0,type_IV
0.4500498111941479,0.5555555555555556,0.7142857142857143,0.7142857142857143,125.0,123.0,2.0,7.0,7.0,0.0,41.0,37.0,4.0,type_III
0.7059835357288795,0.6538461538461539,0.7906976744186046,0.8947368421052632,272.0,113.0,159.0,9.0,5.0,4.0,98.0,42.0,56.0,type_III
0.9104333169425622,0.8888888888888888,0.9411764705882353,0.9411764705882353,117.0,113.0,4.0,6.0,5.0,1.0,34.0,35.0,1.0,type_III
0.8319790065560152,0.7586206896551724,0.8627450980392157,0.88,243.0,217.0,26.0,12.0,12.0,0.0,65.0,59.0,6.0,type_III
0.17484338598896307,0.5925925925925926,0.7441860465116279,0.8,187.0,140.0,47.0,10.0,8.0,2.0,47.0,50.0,3.0,type_III
0.1605850513652705,0.6521739130434783,0.7894736842105263,0.8333333333333334,144.0,66.0,78.0,5.0,3.0,2.0,37.0,26.0,11.0,type_IV
0.8148891822974155,0.8,0.8888888888888888,0.9090909090909091,225.0,164.0,61.0,7.0,3.0,4.0,46.0,39.0,7.0,type_IV
0.3695796838390536,0.5,0.6666666666666666,0.7272727272727273,155.0,200.0,45.0,6.0,11.0,5.0,46.0,71.0,25.0,type_IV
0.4748373242041814,0.6774193548387096,0.8076923076923077,0.84,169.0,144.0,25.0,11.0,8.0,3.0,60.0,56.0,4.0,type_III
0.753611890152161,0.9117647058823529,0.9538461538461539,0.96875,411.0,302.0,109.0,23.0,8.0,15.0,193.0,193.0,0.0,type_IV
0.8117740712073267,0.7906976744186046,0.8831168831168831,0.918918918918919,388.0,428.0,40.0,9.0,11.0,2.0,87.0,98.0,11.0,type_III
0.8958092572098331,0.8125,0.896551724137931,0.9629629629629629,353.0,399.0,46.0,7.0,8.0,1.0,70.0,77.0,7.0,type_III
0.5611482975848492,0.7777777777777778,0.875,0.875,120.0,142.0,22.0,6.0,7.0,1.0,45.0,56.0,11.0,type_III
0.7878334695157536,0.6226415094339622,0.7674418604651163,0.9705882352941176,814.0,393.0,421.0,25.0,14.0,11.0,165.0,86.0,79.0,type_III
0.40319518222474654,0.6285714285714286,0.7719298245614035,0.7857142857142857,165.0,180.0,15.0,6.0,6.0,0.0,54.0,52.0,2.0,type_III
0.5288103484329196,0.64,0.7804878048780488,0.8,153.0,141.0,12.0,6.0,6.0,0.0,42.0,38.0,4.0,type_III
0.5091677329693338,0.43243243243243246,0.6037735849056604,0.64,182.0,167.0,15.0,11.0,9.0,2.0,64.0,68.0,4.0,type_IV
0.8083800294955776,0.7241379310344828,0.84,0.875,186.0,213.0,27.0,6.0,6.0,0.0,36.0,38.0,2.0,type_III
0.6401047991845918,0.7017543859649122,0.8247422680412371,0.851063829787234,693.0,638.0,55.0,13.0,13.0,0.0,191.0,177.0,14.0,type_III
0.8098017728803962,0.7241379310344828,0.84,0.875,243.0,182.0,61.0,12.0,9.0,3.0,65.0,51.0,14.0,type_IV
0.7359293422945015,0.6756756756756757,0.8064516129032258,0.8333333333333334,170.0,172.0,2.0,8.0,12.0,4.0,47.0,48.0,1.0,type_III
0.7192616290749526,0.7021276595744681,0.825,0.8461538461538461,499.0,513.0,14.0,11.0,11.0,0.0,145.0,154.0,9.0,type_III
0.8337090063325435,0.6666666666666666,0.8,0.8125,363.0,352.0,11.0,12.0,9.0,3.0,87.0,88.0,1.0,type_IV
0.6770302592548135,0.8636363636363636,0.926829268292683,0.95,155.0,151.0,4.0,6.0,7.0,1.0,37.0,31.0,6.0,type_III
