cosine_tfidf,jaccard_tokens,dice_tokens,overlap_unique_tokens,char_len_a,char_len_b,char_len_diff,line_count_a,line_count_b,line_count_diff,token_count_a,token_count_b,token_count_diff,clone_type
0.36385027487538363,0.6363636363636364,0.7777777777777778,0.7777777777777778,169.0,179.0,10.0,11.0,10.0,1.0,60.0,66.0,6.0,type_III
0.8775359590593738,0.84375,0.9152542372881356,1.0,242.0,287.0,45.0,11.0,4.0,7.0,50.0,63.0,13.0,type_IV
0.8667341192949922,0.9411764705882353,0.9696969696969697,1.0,104.0,96.0,8.0,7.0,7.0,0.0,40.0,38.0,2.0,type_III
0.9006758947699987,0.7916666666666666,0.8837209302325582,0.95,156.0,117.0,39.0,7.0,3.0,4.0,55.0,45.0,10.0,type_IV
0.6609178067859165,0.6363636363636364,0.7777777777777778,0.8235294117647058,125.0,131.0,6.0,6.0,6.0,0.0,24.0,32.0,8.0,type_IV
0.28833519833543875,0.3673469387755102,0.5373134328358209,0.5454545454545454,155.0,267.0,112.0,8.0,8.0,0.0,44.0,66.0,22.0,type_IV
0.8361317276271059,0.7931034482758621,0.8846153846153846,1.0,226.0,278.0,52.0,7.0,11.0,4.0,57.0,71.0,14.0,type_III
0.8117951731097456,0.7954545454545454,0.8860759493670886,0.8974358974358975,499.0,514.0,15.0,11.0,11.0,0.0,145.0,154.0,9.0,type_III
0.6354257377298693,0.5333333333333333,0.6956521739130435,0.8,163.0,115.0,48.0,10.0,10.0,0.0,57.0,40.0,17.0,type_IV
0.5073749174846817,0.5217391304347826,0.6857142857142857,0.7272727272727273,288.0,304.0,16.0,10.0,11.0,1.0,74.0,95.0,21.0,type_III
0.8554384549404939,0.8181818181818182,0.9,0.9,214.0,181.0,33.0,8.0,6.0,2.0,52.0,45.0,7.0,type_III
0.4468905895055107,0.5757575757575758,0.7307692307692307,0.76,222.0,209.0,13.0,8.0,8.0,0.0,55.0,66.0,11.0,type_IV
0.568947364264067,0.5588235294117647,0.7169811320754716,0.8636363636363636,389.0,191.0,198.0,15.0,6.0,9.0,97.0,49.0,48.0,type_III
0.317590012628119,0.4838709677419355,0.6521739130434783,0.7142857142857143,148.0,110.0,38.0,8.0,4.0,4.0,54.0,36.0,18.0,type_IV
0.1264228006198891,0.5555555555555556,0.7142857142857143,0.8,314.0,179.0,135.0,13.0,6.0,7.0,102.0,45.0,57.0,type_IV
0.3168927442067138,0.4666666666666667,0.6363636363636364,0.65625,220.0,201.0,19.0,7.0,7.0,0.0,54.0,53.0,1.0,type_III
0.48854938725338437,0.6666666666666666,0.8,0.8421052631578947,220.0,193.0,27.0,6.0,5.0,1.0,52.0,43.0,9.0,type_III
0.7550413603143247,0.5681818181818182,0.7246376811594203,0.7575757575757576,306.0,256.0,50.0,10.0,11.0,1.0,87.0,75.0,12.0,type_III
0.1774844102350739,0.29411764705882354,0.45454545454545453,0.5555555555555556,230.0,70.0,160.0,12.0,3.0,9.0,61.0,26.0,35.0,type_IV
0.9268573078298609,0.873015873015873,0.9322033898305084,0.9649122807017544,721.0,777.0,56.0,20.0,23.0,3.0,233.0,244.0,11.0,type_III
0.355568889246445,0.6666666666666666,0.8,0.8387096774193549,257.0,294.0,37.0,9.0,10.0,1.0,66.0,74.0,8.0,type_III
0.2886114088351634,0.6388888888888888,0.7796610169491526,0.8214285714285714,159.0,171.0,12.0,9.0,8.0,1.0,67.0,49.0,18.0,type_IV
0.9155195869182687,0.782608695652174,0.8780487804878049,1.0,113.0,163.0,50.0,3.0,6.0,3.0,33.0,49.0,16.0,type_IV
0.8344225912508866,0.7333333333333333,0.8461538461538461,0.8461538461538461,124.0,106.0,18.0,3.0,3.0,0.0,23.0,20.0,3.0,type_IV
0.5528631239491821,0.6071428571428571,0.7555555555555555,0.85,300.0,164.0,136.0,9.0,4.0,5.0,81.0,41.0,40.0,type_III
0.9346153298977081,0.9444444444444444,0.9714285714285714,1.0,161.0,145.0,16.0,5.0,3.0,2.0,46.0,40.0,6.0,type_IV
0.5593278081060014,0.6551724137931034,0.7916666666666666,0.8260869565217391,214.0,213.0,1.0,8.0,6.0,2.0,60.0,58.0,2.0,type_III
0.21064599208604098,0.6129032258064516,0.76,0.7916666666666666,398.0,161.0,237.0,13.0,10.0,3.0,118.0,78.0,40.0,type_IV
0.901533871257138,0.875,0.9333333333333333,0.9655172413793104,244.0,270.0,26.0,12.0,11.0,1.0,81.0,99.0,18.0,type_III
0.8529281851808572,0.8055555555555556,0.8923076923076924,0.9666666666666667,325.0,386.0,61.0,14.0,19.0,5.0,119.0,134.0,15.0,type_III
0.36805751219915583,0.45454545454545453,0.625,0.7894736842105263,400.0,117.0,283.0,12.0,4.0,8.0,86.0,33.0,53.0,type_IV
0.5775560791015422,0.7941176470588235,0.8852459016393442,0.9,460.0,417.0,43.0,10.0,8.0,2.0,72.0,72.0,0.0,type_III
0.8062168036921331,0.7142857142857143,0.8333333333333334,1.0,274.0,173.0,101.0,17.0,11.0,6.0,62.0,44.0,18.0,type_III
0.7382746899959325,0.8333333333333334,0.9090909090909091,1.0,229.0,306.0,77.0,5.0,8.0,3.0,37.0,50.0,13.0,type_III
0.5485477409637072,0.6551724137931034,0.7916666666666666,0.8260869565217391,129.0,185.0,56.0,7.0,8.0,1.0,35.0,39.0,4.0,type_III
0.5225421704134733,0.782608695652174,0.8780487804878049,0.9,194.0,177.0,17.0,12.0,9.0,3.0,67.0,80.0,13.0,type_IV
0.6733569383601696,0.64,0.7804878048780488,0.8421052631578947,125.0,163.0,38.0,4.0,4.0,0.0,42.0,49.0,7.0,type_III
